"rnum","업소명","주소","전화번호","혜택유형","처리상태","좌표출처","좌표검증상태","위도","경도","반환주소","검토메모"
"1437","한국청소직업전문학원","서울특별시동대문구황물로42(전농동, (3층 301호))","0507-1391-6353","할인","REUSED","네이버 Geocoding API","확인 완료","37.5733278","127.0462045","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1438","153캐드캠학원","서울특별시금천구디지털로9길47(가산동, (한신IT타워 2차 304-1))","0507-1404-4185","할인","REUSED","네이버 Geocoding API","확인 완료","37.4795805","126.8858036","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1439","사파사진학원","서울특별시서초구서초대로52길37(서초동, (강우빌딩 101호))","02-2278-8333","할인","REUSED","네이버 Geocoding API","확인 완료","37.4920495","127.0149691","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1440","국제건축평생교육원","서울특별시영등포구대림로178(대림동, (한경빌딩 5층))","0507-1310-8447","할인","REUSED","네이버 Geocoding API","확인 완료","37.4967165","126.8994221","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1441","노라노패션학원","서울특별시종로구종로393- 1(숭인동, (4층))","0507-1357-1302","할인","REUSED","네이버 Geocoding API","확인 완료","37.5749108","127.0209602","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1442","파고다어학원 신촌","서울특별시서대문구신촌로121(창천동, (아남오피스텔))","02-717-4000","할인","REUSED","네이버 Geocoding API","확인 완료","37.5562107","126.9393157","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1443","㈜해커스어학원 / 강남역캠퍼스","서울특별시서초구강남대로61길23(서초동, (현대성우빌딩 1층))","02-566-0001","할인","REUSED","네이버 Geocoding API","확인 완료","37.498226","127.0243833","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1444","파고다어학원 강남","서울특별시서초구강남대로419(서초동, (5층))","02-2051-4000","할인","REUSED","네이버 Geocoding API","확인 완료","37.4998135","127.0262296","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1445","㈜해커스어학원 / 종로캠퍼스","서울특별시종로구인사동길12(인사동, (대일빌딩 4층))","02-502-2000","할인","REUSED","네이버 Geocoding API","확인 완료","37.5718987","126.9872482","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1446","파고다어학원 종로","서울특별시중구남대문로120(남대문로1가, (그레이츠 청계 2~3층))","02-2274-4000","할인","REUSED","네이버 Geocoding API","확인 완료","37.5679441","126.983141","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1447","대건정보처리학원","서울특별시강동구상암로210(명일동, (명일현대종합상가))","02-3426-5013","할인","REUSED","네이버 Geocoding API","확인 완료","37.5462983","127.1458016","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1448","방학컴퓨터회계학원","서울특별시도봉구방학로171(방학동)","02-956-2323","할인","REUSED","네이버 Geocoding API","확인 완료","37.6621704","127.0332666","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1458","성모맑은눈안과의원","서울특별시송파구올림픽로145(잠실동, 리센츠상가)","02-3431-3733","할인","REUSED","네이버 Geocoding API","확인 완료","37.5119828","127.0870707","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1464","자연석 돌구이 생삼겹살 한우","서울특별시동작구여의대방로202(대방동, 1층)","0507-1382-8744","할인","MATCHED","네이버 Geocoding API","확인 완료","37.5047919","126.92254","서울특별시 동작구 여의대방로 202","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1497","서울에이스병원","경기도남양주시다산중앙로145- 9(다산동, 에이스병원 빌딩)","1577-7558","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1498","시유안경원","경기도구리시건원대로91101호(인창동)","031-556-2001","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1499","코아안경","경기도양평군양평읍양근로1691층 (양평읍양근리)","031-775-1001","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1500","플로레카페","경기도가평군청평면에덴벚꽃길39- 1(청평면상천리)","0507-1350-6864","할인","MATCHED","네이버 Geocoding API","확인 완료","37.7819019","127.4670432","경기도 가평군 청평면 에덴벚꽃길 39-1","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1501","다봄안과의원","경기도양주시옥정로218403호(옥정동, 신운정튼튼프라자)","031-868-7585","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1502","가평튼튼정형외과의원","경기도가평군가평읍장터3길103,4층 (가평읍읍내리, 가평메디컬센터)","031-581-7577","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1506","으뜸플러스안경(인천영종하늘도시)","인천광역시영종구하늘중앙로193(중산동, 조양타워 213호)","032-721-9919","할인","REUSED","네이버 Geocoding API","확인 완료","37.4903649","126.5606632","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1507","족발야시장(인천용현점)","인천광역시미추홀구매소홀로69(용현동, 1층)","032-888-4969","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4498463","126.6337585","인천광역시 미추홀구 매소홀로 69","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1508","조은미래의원","경기도김포시김포한강8로396(구래동, 3층)","031-992-6677","할인","REUSED","네이버 Geocoding API","확인 완료","37.6432764","126.6251107","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1509","솔솔이비인후과의원","인천광역시검단구이음대로392- 0(원당동, 메트로시티 605호)","032-566-7586","할인","REUSED","네이버 Geocoding API","확인 완료","37.5926069","126.7127253","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1510","화평동372 더봉지식당","인천광역시제물포구화도진로75(화평동, 1층)","032-777-0372","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4785074","126.6309909","인천광역시 제물포구 화도진로 75","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1511","이목안경원","인천광역시부평구주부토로236(갈산동, 인천테크로밸리U1센터 A동 1층)","032-209-1538","할인","REUSED","네이버 Geocoding API","확인 완료","37.5158706","126.7268708","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1512","안경상회(송도점))","인천광역시연수구첨단대로40(송도동, B동 206호)","032-822-1999","할인","REUSED","네이버 Geocoding API","확인 완료","37.3700348","126.6503746","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1513","안경박사(소래포구점)","인천광역시남동구앵고개로928(논현동, 1층 119호)","032-441-4515","할인","REUSED","네이버 Geocoding API","확인 완료","37.4017932","126.733912","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1514","안경정원","인천광역시연수구센트럴로415(송도동, 판매시설동 155호)","","할인","REUSED","네이버 Geocoding API","확인 완료","37.4105318","126.6269233","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1515","바른안경(부개점)","인천광역시부평구부흥로416(부개동, 1층 102호, 103호)","032-502-5552","할인","REUSED","네이버 Geocoding API","확인 완료","37.4973656","126.7382856","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1516","수상한 전집","인천광역시미추홀구인하로254(주안동, 1층)","","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4481266","126.6762574","인천광역시 미추홀구 인하로 254","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1517","미루안경(운남점)","인천광역시영종구흰바위로236(운남동, 영종메가타워 117호)","032-746-3005","할인","REUSED","네이버 Geocoding API","확인 완료","37.4797442","126.502155","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1519","서울글로우안과의원","서울특별시노원구노해로507(상계동)","02-930-9306","할인","REUSED","네이버 Geocoding API","확인 완료","37.6554251","127.063937","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1520","으뜸플러스안경(인천주안점)","인천광역시미추홀구미추홀대로735(주안동, 가동 303호)","032-873-3386","할인","REUSED","네이버 Geocoding API","확인 완료","37.4632304","126.6801028","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1540","새봄안경원","서울특별시마포구와우산로150(창전동)","02-332-6405","할인","REUSED","네이버 Geocoding API","확인 완료","37.5542959","126.9298265","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1550","남궁가 족발","경기도군포시대야1로22- 2(대야미동)","031-422-2227","할인","ADDRESS_MISMATCH","","재확인 필요","","","","도로명·건물번호가 원본과 일치하지 않음"
"1551","야미커피","경기도군포시대야1로6번길22- 2103호(대야미동)","010-9348-3927","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1552","구름상상(산본점)","경기도군포시산본천로199- 5(산본동)","010-5395-8477","할인","MATCHED","네이버 Geocoding API","확인 완료","37.3706098","126.9395802","경기도 군포시 산본천로 199 동향","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1553","켄커피(본점)","경기도안양시 만안구예술공원로164- 1(안양동)","010-9137-6972","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4190918","126.9241804","경기도 안양시 만안구 예술공원로 164-1","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1554","켄커피","경기도안양시 만안구안양로110105호1층 (안양동)","010-4447-4114","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1555","메종카소","경기도과천시관문로92A동216호(중앙동)","0507-1364-4227","할인","MATCHED","네이버 Geocoding API","확인 완료","37.4297486","126.9904189","경기도 과천시 관문로 92 힐스테이트 과천중앙","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1556","천하수산","경기도군포시대야1로15- 3(대야미동)","031-438-0304","할인","ADDRESS_MISMATCH","","재확인 필요","","","","도로명·건물번호가 원본과 일치하지 않음"
"1557","콩고커피","경기도안양시 동안구관평로182- 171층 (관양동)","0507-1411-9558","할인","MATCHED","네이버 Geocoding API","확인 완료","37.3929744","126.9607138","경기도 안양시 동안구 관평로 182 국민건강보험공단 안양지사","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1558","로이옵티크","경기도부천시 원미구신흥로1705동109호(중동, 상가)","032-710-00775","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1559","(주)모두투어네트워크","서울특별시중구을지로16(을지로1가, 백남빌딩 5층 (모두투어))","1644-2135","할인","REUSED","네이버 Geocoding API","확인 완료","37.5656261","126.9794354","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1560","엉터리분식","경기도부천시 원미구부일로445- 45(심곡동)","032-613-7744","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
