"업종명","업소명","시도","시군구","소재지도로명주소","소재지지번주소","위도","경도","좌표출처","좌표출처URL","좌표검증상태","할인정보","적용대상","이용조건","인증방법","업소전화번호","출처유형","출처URL","최근확인일","혜택상태","수집자","비고"
"음식","(주)함지박","경기도","파주시","파주시 법원읍 사임당로 800-8","경기도 파주시 법원읍 대능리 247-1","37.8495878738","126.8694487578","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-9295","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","차향만당","경기도","파주시","파주시 법원읍 초리골길 70","경기도 파주시 법원읍 법원리 388-6","37.8500282517","126.8876088768","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-3320","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","초리연","경기도","파주시","파주시 법원읍 초리골길 357-18","경기도 파주시 법원읍 법원리 112-1","37.8606692416","126.8959801437","","","재확인 필요","10~15%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-2179","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","콩마루 사임당두부","경기도","파주시","파주시 법원읍 사임당로 808-1 1층","경기도 파주시 법원읍 대능리 95-25","37.84963184","126.8705912575","","","재확인 필요","10%이상 서비스제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-935-0609","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","통일식당","경기도","파주시","파주시 법원읍 사임당로 842","경기도 파주시 법원읍 대능리 84-51","37.8489182306","126.8742828936","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-5353","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","훌랄라","경기도","파주시","파주시 법원읍 사임당로 820 1층","경기도 파주시 법원읍 대능리 94-144","37.8493992807","126.8717225346","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-1182","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"카페","7042 카페","경기도","파주시","파주시 법원읍 사임당로770번길 27 1층","경기도 파주시 법원읍 가야리 380-26","37.8485428935","126.866744291","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"카페","초리골 제빵소","경기도","파주시","파주시 법원읍 초리골길 77","경기도 파주시 법원읍 법원리 389-1","37.8506294681","126.8878095314","","","재확인 필요","20%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-9522","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"카페","커피먹고가세","경기도","파주시","파주시 법원읍 애룡길 179-11 1층","경기도 파주시 법원읍 삼방리 515-22","37.8278967648","126.8571665358","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"카페","테라스커피(애룡커피테라스)","경기도","파주시","파주시 법원읍 애룡길 179 1층","경기도 파주시 법원읍 삼방리 514-4","37.8276827279","126.8573400561","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","0507-1396-3680","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","맨즈헤어","경기도","부천시","경기도 부천시 원미구중동로248번길86106호(중동, 현해탑프라자)","","37.501006","126.773471","","","재확인 필요","서비스 이용료의 10% 할인(컷트 한정)","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-04~","동원훈련이수증,모범예비군증,복무확인서 등","0507-1460-7947","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"미용·뷰티","쁘띠뜨메종","경기도","부천시","경기도 부천시 원미구상동로84206호(상동, 영플러스)","","37.50454","126.753461","","","재확인 필요","서비스 이용료의 10% 할인(컷트 한정)","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-05-10~","동원훈련이수증,모범예비군증,복무확인서 등","032-325-7143","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","59쌀피자 (송내남부점)","경기도","부천시","경기도 부천시 소사구송내대로42번길58(송내동)","","37.4870256","126.7564921","","","재확인 필요","-라지사이즈 구매시 한판당 천원할인 -단체주문시 할인 또는 음료증정 (부천페이제외)","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2025-01-08~","e병무지갑(훈련확인서,복무확인서,명문가증등)","032-655-5955","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","경복궁누룽지백숙","경기도","부천시","경기도 부천시 원미구신흥로170- 1(중동)","","37.49875","126.778518","","","재확인 필요","-서비스 이용료의 5% 할인 (부천페이 중복(추가) 할인 제외)","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-07-09~","동원훈련이수증,모범예비군증,복무확인서 등","0507-1435-8866","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","눈높은 돼지","경기도","부천시","경기도 부천시 소사구송내대로42번길161층 (송내동, 성민빌딩)","","37.487033","126.754181","","","재확인 필요","* 아래사항 중 하나 서비스제공 1. 소주,맥주 음료중 택1 제공 2. 버섯 한접시 공짜","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-07-09~","동원훈련이수증,모범예비군증,복무확인서 등","0507-1489-3498","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","솔안골먹장어(송내본점)","경기도","부천시","경기도 부천시 소사구송내대로29(송내동)","","37.48614015","126.7527747","","","재확인 필요","5,000원 할인","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2024-07-31~9999-09-01","동원훈련이수증,모범예비군증,복무확인서,명문가증","070-8899-7669","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","송내팔방상회","경기도","부천시","경기도 부천시 소사구송내대로42(송내동)","","37.4873779","126.7539211","","","재확인 필요","서비스 이용료의 3%할인","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2025-01-08~","동원훈련이수증,모범예비군증,복무확인서,명문가증","032-651-2644","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","신천차이나","경기도","부천시","경기도 부천시 원미구송내대로265번길73- 46201호(상동)","","37.490571","126.751542","","","재확인 필요","음료 또는 군만두 서비스","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-11~","동원훈련이수증,모범예비군증,복무확인서 등","010-4357-3050","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","엉터리분식","경기도","부천시","경기도 부천시 원미구부일로445- 45(심곡동)","","37.488398","126.779342","","","재확인 필요","군복입고오면 1천원 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-11~","동원훈련이수증,모범예비군증,복무확인서 등","032-613-7744","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","육회바른연어 부천상동역점","경기도","부천시","경기도 부천시 원미구상동로69(상동, 새롬프라자 1층 105호)","","37.5038","126.752045","","","재확인 필요","서비스 이용료의 10% 할인","복무중인자,모범예비군,동원훈련이수자,명문가","없음 | 혜택기간: 2026-01-27~","명문가증,복무확인서,훈련이수증,모범예비군증","0507-1392-4766","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","준스이","경기도","부천시","경기도 부천시 원미구상동로69(상동, 새롬프라자 15차 101호)","","37.503731","126.752199","","","재확인 필요","서비스 이용료의 10% 할인 - 본인한정, 기타 중복 할인 불가","복무중인자,모범예비군,동원훈련이수자,명문가","없음 | 혜택기간: 2025-10-24~","명문가증,복무확인서,훈련이수증,모범예비군증","070-4334-3699","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","키키포차","경기도","부천시","경기도 부천시 소사구양지로171번길38(옥길동)","","37.46868","126.822551","","","재확인 필요","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-04-19~","동원훈련이수증,모범예비군증,복무확인서 등","010-5293-8902","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"음식","통양갈비","경기도","부천시","경기도 부천시 소사구송내대로28(송내동, 106호)","","37.48597672","126.7536834","","","재확인 필요","양갈비 주문 시 국수 음료수 무료제공","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2024-07-31~9999-09-09","동원훈련이수증,모범예비군증,복무확인서,명문가증","0507-1378-9283","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
